date,tower,room,affected_system,time_reported,time_resolved,problem,action,recommendation,status,attended_by,time
05/12/13,TBM TW,1028,Internet,2:45pm,2:57pm,guest wifi weak signal,"check the wifi inside the room and found out it was low signal, reset the AP at the hallway after reset wifi signal being ok",,Guest already satisfy,Rommel,10:11:55 PM
05/12/13,TBM TW,826,Vingcard,10:30pm,10:42pm,Vingcard doorlock red light indicator when sliding rm key,"Replace the battery of the vingcard doorlock at rm826 but still red indicator, get the events of the vingcard and configure correct time which as by APC service terminal, after correcting the time vingcard doorlock ok",,Guest already satisfy,Rommel Sardoma,10:44:06 PM
05/12/13,TBM TW,1134,Internet,8:18pm,8:29pm,Guest internet problem,found out guest internet connection has a proxy setting unchecked and reconnect his laptop to the internet test by guest ok.,,done,Mark Ruaya,09:28:28 AM
05/13/13,TBM TW,1234,Internet,10:15PM,10:28PM,Guest wifi weak connection,"Test the wifi inside the room and found connected but cant browse website, reset the AP at the hallway, after reset test again the connection and found internet now ok",,Guest already satisfy,Rommel Sardoma,11:59:46 PM
05/14/13,TBM MW,717,Internet,10:05pm,10:12pm,Guest wifi connection weak,"Check the wifi connection inside the rm and found weak signal, advice the guest to reset some router nearest to her and ill call her back, after i notice that no nearest wifi near her to reset i call the guest and try to check again the wifi thru phone and as per her she will just call back for internet concern again",,Guest did not call anymore,Rommel,11:50:39 PM
05/14/13,TBM MW,51010:,Internet,9:55pm,10:01pm,Internet assistance,"Check the connection of guest thru wifi and found connected but cant browse website, reset the router inside the rm, internet has been ok",,guest already satisfy,Rommel Sardoma,11:52:24 PM
05/14/13,TBM MW,509,Internet,10:19pm,10:27pm,Guest need internet assistance,"Check the connection of the guest and its ok but cant access webpage, disable and reenable lan connection, after doing that internet being ok",,Guest already satisfy,Rommel Sardoma,11:54:38 PM
05/14/13,TBM MW,1405,Internet,11:20pm,11:28pm,Guest can connect but cant access website,"Check the connection of the guest and its ok but cant access webpage, disable and reenable lan connection, after doing that internet being ok",,Guerst already satisfy,Rommel Sardoma,11:55:28 PM
05/15/13,TBM TW,532,Internet,10:40pm,10:48pm,Guest cant connect to wifi,"Check the laptop of the guest and notice that the wifi was disable, enable wifi on his laptop and found it was turn off, turn on the wifi to his laptop and access website to his laptop,internet ok",,Guest already satisfy,Rommel Sardoma,12:39:11 AM
05/15/13,TBM MW,705,Internet,8:15pm,8:26pm,Internet assistance,"Check the laptop of the guest and found cant connect to lan, check the lan settings and found static IP, remove the static IP by the guest, try to check again internet access and found ok",,Guest already satisfy,Rommel Sardoma,12:41:18 AM
05/15/13,TBM TW,1735,Internet,8:34pm,8:39pm,Guest request for lan cable,Deliver and install lan cable to the guest room,,Guest already satify,Rommel Sardoma,12:44:23 AM
05/15/13,TBM MW,1405,Internet,10:15pm,10:31pm,Guest cant access internet,"Check the laptop of the guest and found connected o lan but cant access website, check the behavior of his laptop and notice that the lan cable push out when he insert to lan, replace lan cable and connect to some of the website for checking, internet ok now",,Guest already satisfy,Rommel Sardoma,12:47:14 AM
05/15/13,TBM TW,1634,Internet,10:42pm,11:06pm,Guest requestfor assistance,"Check the laptop of the guest and notice that it was connected to lan but cant access internet, test lan to MIS laptop and found ok, check the lan properties of the guest laptop and found static IP, remove the static IP and access again internet, internet ok now",,Guest already satisfy,Rommel Sardoma,12:49:44 AM
05/16/13,TBM MW,511,Internet,8:10pm,8:15pm,Guest cant connect to wifi,"Check the iphone of the guest for wifi connection and found no connection, reset the wifi inside the room and assist again the guest, internet connected now",,Guest already satisfy,Rommel Sardoma,11:34:32 PM
05/17/13,TBM TW,1121,Vingcard,10am,4pm,Reported by RA cannot open door even green light indicated.,Tried to replaced LCA still same problem tried to replaced Mechanical Lock and reprogrammed lockset test ok both guest key and master key. ,,Pulled out Mechanical lock for checking marked as defective.,Mark Ruaya,06:51:39 PM
05/18/13,TBM MW,712,Internet,2:57pm,3:10pm,Guest internet problem via wifi,Setup TPLink located at writing desk using primary port. Test connection with guest ok,,Guest checkout May 31 2013 alert on Opera once checkout,Mark Ruaya,05:49:13 PM
05/18/13,TBM TW,1727,Internet,8:02am,8:15am,Guest internet problem via wifi,"Check connecton inside their room his phone and ipad wont connect. but on our laptop and his companion phone can connect to the internet.
Setup TPLINK wireless router",,Alert on Opera once checkout by FO Jaime.,Mark Ruaya,05:55:23 PM
05/18/13,TBM TW,1923,Internet,4pm,4:20pm,Guest internet connection,Deliver Lan Cable assist guest connecting to the internet.,,done,Mark Ruaya,05:56:41 PM
05/19/13,TBM MW,1106,Internet,6:05pm,6:17pm,rm1106 vingcard no power,"Open the door of rm1106 using master metal key, after opening replace battery casstte due to deform battery terminal, reprogram after replace the battery, test the vingcard doorlock with MIS masterkey and guest room key",,Vingcard doorlock ok now,Rommel Sardoma,10:40:05 PM
05/20/13,TBM MW,511,Internet,8:00pm,8:19pm,Guest cant connect to wifi,"Reset the wifi inside the rm for several times and the guest connected but cant browse, add the mac address of the guest ipad but still cant browse, use MIS laptop and connect to the wifi inside the rm, wifi connected successful and browse internet and found ok, as per guest she will just try again it later",,Guest already satisfy,Rommel Sardoma,08:27:34 PM
05/20/13,TBM TW,1535,Internet,11:28pm,11:32pm,Guest request for lan cable,"Deliver and install lan cable at rm1535 but connection wont work at writing desk lan, connect directly the guest at the extension TV lan, connection ok, for checking tomorrow of WD lan",,Guest already satisfy,Rommel Sardoma,11:32:57 PM
05/22/13,TBM TW,836,Internet,3:10pm,3:17pm,Guest cant connect to internet,"Assist the guest on how to connect to wifi, notice that the AP has a QOS need to click connect without setting up to network, after advicing the guest to click it wifi connected and even can access internet",,Guest already satisfy,Rommel Sardoma,03:18:58 PM
05/24/13,TBM TW,932,Internet,05:00 pm,05:15 pm,Guest complain of internet connection unstable,"Due to Antlabs restart, advised guest to reconnect after a few minutes.",,Guest has no feedback.,John Pacion,11:29:58 PM
05/24/13,TBM MW,911,Internet,05:15 pm,05:20 pm,Guest called up regarding internet connection,"Antlabs server still rebooted,advised GSC to call up guest to reconnect after a few minutes.",,Guest no feedback,John Pacion,11:31:13 PM
05/24/13,TBM TW,829,Internet,06:00 pm,06:10 pm,Guest complaint about internet internittent connection - Sunpower VIP guest.,"Antlabs restarted,advised guest to reconnect.",,,John Pacion,11:33:32 PM
05/24/13,TBM TW,1424,Internet,06:30 pm,06:40 pm,Guest called up regarding internet keeps on logging off,"Advised guest we are conducting preventive maintenance on Antlabs server, try to reconnect after a few minutes",,guest reconnected on internet,John Pacion,11:35:24 PM
05/24/13,TBM TW,1129,Internet,11:20 pm,11:35 pm,Indian guest is irrate regarding intermittent internet connection.,"Advised Guest we are conducting preventive maintenance to resolved the problem, as kto bear with the inconvenience.",,"advised guest to try to connect, her device was already connected.",John Pacion,12:02:28 AM
05/24/13,TBM TW,1730,Internet,4pm,,Wifi rendered to guest,Housekeeping personnel turned 1unit of TPlink Wireless Router was render to Guest with lan cable and power adapter,,done,Mark Ruaya,08:35:56 AM
05/24/13,TBM MW,601,Vingcard,11pm,,Reported by RA Dennis access lock not working no light indicated.,"Open using Open lock, replaced battery and performed reprogramming.",,Test ok using RA master key and My Master Key,Mark Ruaya,08:38:10 AM
05/25/13,TBM TW,1424,Internet,6:47pm,6:58pm,Guest cant access bellevue login page,"check the wifi connection of the guest ipad and found connected, access bellevue webpage and input username and password and notice after pressing connect sharing limit error found, delete some previous connection at inngate at 1424, advice the guest to try again and connection successful",,Guest already satisfy,Rommel Sardoma,11:28:28 PM
05/25/13,TBM TW,724,Internet,3:48pm,3:55pm,Guest cant access wifi,"check the gadget of the guest and found packet error connection, showed the guest from MIS laptop that wifi was ok, guest already convince that his gadgetshas a problem",,guest already satisfy,Rommel Sardoma,11:30:31 PM
05/25/13,TBM TW,1522,Internet,5:58pm,6:06pm,no wifi connection inside the room,Check first the nearest wifi at the guest rm and reset before going up after wifi connection resume proceed to guest rm and upon opening the door as per guest it was already ok,,guest already satisfy,Rommel Sardoma,11:32:57 PM
05/25/13,TBM MW,704,Internet,8:55pm,9:14pm,wifi not visible in the room,"Check the wifi at the rm and found low connection and even the ipad of the guest, to make the connection ok install router inside the rm and assist the guest for the wifi connection inside, guest already connected to internet",,Guest already satisfy,Rommel Sardoma,11:35:47 PM
05/25/13,TBM TW,1923,Internet,11:10pm,11:21pm,wire network not working,"Check the connection of the guest to his laptop and found ok and connected, browse internet to guest laptop and his internet not browsing possible due to laptop company security policy, guest already convince that wire has no problem by showing at MIS laptop",,Guest already satisfy,Rommel Sardoma,11:39:14 PM
05/26/13,TBM TW,633,Internet,5:10pm,5:21pm,cant connect to wifi,"check wifi connection of the guest and found connected but cant browse website, reset tplink router at the hall way but still cant browse, reset the IDF at 5th floor, check the wifi connection of the guest and it was ok",,Guest already satisfy,Rommel Sardoma,10:08:02 PM
05/26/13,TBM TW,622,Internet,8:12pm,8:19pm,guest cant get connection to lan,"check the lan connection at the rm and found ok, test the lan connection to the laptop of the guest and nothing happen the lan connection did not process, as per guest and as i have notice the lan port of the laptop has a problem, advice the guest to bring his laptop to the service center",,Guest already satisfy,Rommel Sardoma,10:11:04 PM
05/26/13,TBM MW,1006,Internet,10:19pm,,Guest cant go to login page,"Assist the guest on how to go to login page and teach her, show her how to input the password and username, after that internet connected",,Guest already satisfy,Rommel Sardoma,11:35:31 PM
05/27/13,TBM TW,2034,Internet,9am,4pm,FO Czariza opera tracer guest request to setup wireless router inside the room.,With SC setup 1 unit of TPlink Wireless router with IP 20.0.0.173. Test ok lan and wifi.,,Alert on opera to pullout once check out input by FO Marvin.,Mark Ruaya,06:24:53 PM
05/27/13,TBM TW,1635,Internet,3pm,3:15pm,guest internet connection thru wifi,Assisted guest on how to connect his phone to the wifi.,,Test ok guest satisfied.,Mark Ruaya,06:27:08 PM
05/28/13,TBM MW,1006,Internet,8:30am,9am,Guest internet connection via wifi,Assist guest connect her ipad and instruced her on how to connect next time.,,done,Mark Ruaya,06:40:58 PM
05/28/13,TBM TW,1829,Others,11:04am,11:20am,guest problem his accidentally inserted SD card to the wrong port of the laptop,Assist guest  getting his SD card inside the laptop and showed him where he can insert the SD card.,,done,Mark Ruaya,06:43:53 PM
05/28/13,TBM MW,613,Internet,2:30pm,2:41pm,Vingcard doorlock red light indicator,"Replace the battery and reprogram the doorlock, make a test at master key",,Doorlock ok,Rommel Sardoma,11:56:21 PM
05/30/13,TBM TW,1936,Vingcard,09:30 am,09:45 am,Replace battery pack of Guest lockset door,PM of doorlockset of Sir Ryan in house room.,,tested ok!,John Pacion,05:49:55 PM
06/01/13,TBM MW,1010,Vingcard,7:10pm,7:17pm,Guest cant enter the room,Open using metal key and reprogrammed access lock. Test with 2 key card of the guest ok.,,Done,Mark Ruaya,07:38:15 PM
06/01/13,TBM MW,712,Internet,5:47pm,5:56pm,Cant access internet website,"Check the laptop of the guest and found out that it was connected at wifi, try to browse website but nothing happen, check the lan properties for configure but nothing see, check the wifi properties and found static IP, remove static IP and turn to DHCP with the go signal of the guest, browse website and it was ok",,Guest already satisfy,Rommel Sardoma,10:06:03 PM
06/05/13,TBM MW,722,Internet,10:30am,10.42am,Guest internet connection thru wifi On and Off,Guest wifi On and Off guest is using phone advised him he will experinced On and Off connection until 12nn. ,,done,Mark Ruaya,05:28:58 PM
06/05/13,TBM TW,1228,Internet,10:19pm,10:24pm,Guest cant connect to lan,"When i arrive it was ok upon arrival, the reason is that there was a proxy that configure in his laptop as per him",,Guest already satisfy,Rommel Sardoma,11:01:43 PM
